Probe_ID	Gene_symbol	Ensembl_ID	Cytoband	Genomic_location_hg18	chromosome_name_hg18	start_position_hg18	end_position_hg18	Synonyms_0	Gene.Chosen	Genomic_location_hg19	chromosome_name_hg19	start_position_hg19	end_position_hg19	Genomic_location_hg38	chromosome_name_hg38	start_position_hg38	end_position_hg38	strand	Alias	gencode_seqnames_hg19	gencode_seqnames_hg38	gencode_start_hg19	gencode_start_hg38	gencode_end_hg19	gencode_end_hg38	Cytoband_hg19	Cytoband_hg38	Source
ILMN_1796305	UPF2	ENSG00000151461	10p14a	chr10:12002534:12002583:-	10	12002534	12002583	NA	NO	chr10:11962528:11962577:-	10	11962528	11962577	10:11920529:11920578:-	10	11920529	11920578	-	NA	chr10	chr10	11962021	11920022	12085169	12043170	10p14	10p14	iC10
ILMN_1664369	DHTKD1	ENSG00000181192	10p14a	chr10:12204858:12204907:+	10	12204858	12204907	MGC3090; DKFZP762M115; KIAA1630	YES	chr10:12164852:12164901:+	10	12164852	12164901	10:12122853:12122902:+	10	12122853	12122902	+	NA	chr10	chr10	12110971	12068972	12165224	12123225	10p14	10p14	iC10
ILMN_1711314	NUDT5	ENSG00000165609	10p14a	chr10:12254770:12254800:-,chr10:12252905:12252913:-,chr10:12252766:12252775:-	10	12254770	12254800	hYSAH1; YSA1H	YES	chr10:12214764:12214794:-	10	12214764	12214794	10:12172765:12172795:-	10	12172765	12172795	-	NA	chr10	chr10	12207324	12165325	12238143	12196144	10p13	10p14	iC10
ILMN_1678605	CDC123	ENSG00000151465	10p14a-p13e	chr10:12328265:12328282:+,chr10:12331586:12331617:+	10	12328265	12328282	C10orf7; D123	YES	chr10:12288259:12288276:+	10	12288259	12288276	10:12246260:12246277:+	10	12246260	12246277	+	NA	chr10	chr10	12237964	12195965	12292588	12250589	10p13	10p14-10p13	iC10
ILMN_2413899	MCM10	ENSG00000065328	10p13e	chr10:13292361:13292410:+	10	13292361	13292410	NA	NO	chr10:13252355:13252404:+	10	13252355	13252404	10:13210355:13210404:+	10	13210355	13210404	+	NA	chr10	chr10	13203554	13161554	13253104	13211104	10p13	10p13	iC10
ILMN_2413898	MCM10	ENSG00000065328	10p13e	chr10:13293016:13293065:+	10	13293016	13293065	PRO2249; CNA43; MGC126776	YES	chr10:13253010:13253059:+	10	13253010	13253059	10:13211010:13211059:+	10	13211010	13211059	+	NA	chr10	chr10	13203554	13161554	13253104	13211104	10p13	10p13	iC10
ILMN_2176768	SEPHS1	ENSG00000086475	10p13d	chr10:13400191:13400240:-	10	13400191	13400240	MGC4980; SELD; SPS; SPS1	YES	chr10:13360185:13360234:-	10	13360185	13360234	10:13318185:13318234:-	10	13318185	13318234	-	NA	chr10	chr10	13359424	13317424	13390298	13348298	10p13	10p13	iC10
ILMN_1797318	HSPA14	ENSG00000187522	10p13c	chr10:14949790:14949839:+	10	14949790	14949839	HSP70-4; HSP70L1; MGC131990	YES	chr10:14909784:14909833:+	10	14909784	14909833	10:14867785:14867834:+	10	14867785	14867834	+	NA	chr10	chr10	14880161	14838162	14901378.5	14859379.5	10p13	10p13	iC10
ILMN_1680386	RPP38	ENSG00000152464	10p13c	chr10:15185802:15185851:+	10	15185802	15185851	RP11-455B2.5	YES	chr10:15145796:15145845:+	10	15145796	15145845	10:15103797:15103846:+	10	15103797	15103846	+	NA	chr10	chr10	15139179	15097180	15181817	15139818	10p13	10p13	iC10
ILMN_1765409	STAM	ENSG00000136738	10p12.33c	chr10:17797439:17797488:+	10	17797439	17797488	DKFZp686J2352; STAM1	YES	chr10:17757433:17757482:+	10	17757433	17757482	10:17715434:17715483:+	10	17715434	17715483	+	NA	chr10	chr10	17686124	17644125	17757913	17715914	10p12	10p12	iC10
ILMN_1703324	PDSS1	ENSG00000148459	10p12.1b	chr10:27071458:27071507:+	10	27071458	27071507	hDPS1; RP13-16H11.3; COQ1; TPRT; MGC70953; TPT	YES	chr10:27031452:27031501:+	10	27031452	27031501	10:26742523:26742572:+	10	26742523	26742572	+	NA	chr10	chr10	26986588	26697659	27035727	26746798	10p12	10p12	iC10
ILMN_2080611	PDSS1	ENSG00000148459	10p12.1b	chr10:27075333:27075382:+	10	27075333	27075382	NA	NO	chr10:27035327:27035376:+	10	27035327	27035376	10:26746398:26746447:+	10	26746398	26746447	+	NA	chr10	chr10	26986588	26697659	27035727	26746798	10p12	10p12	iC10
ILMN_1682336	MASTL	ENSG00000120539	10p12.1a	chr10:27515345:27515394:+	10	27515345	27515394	RP11-85G18.2; FLJ14813; THC2	YES	chr10:27475339:27475388:+	10	27475339	27475388	10:27186410:27186459:+	10	27186410	27186459	+	NA	chr10	chr10	27443753	27154824	27475853	27186924	10p12	10p12	iC10
ILMN_1742569	MTPAP	ENSG00000107951	10p11.23a	chr10:30642370:30642419:-	10	30642370	30642419	FLJ10486; mtPAP; RP11-305E6.3	YES	chr10:30602364:30602413:-	10	30602364	30602413	10:30313435:30313484:-	10	30313435	30313484	-	NA	chr10	chr10	30598730	30309801	30663377	30374448	10p11	10p11	iC10
ILMN_1652357	PDHX	ENSG00000110435	11p13b	chr11:34973707:34973756:+	11	34973707	34973756	OPDX; DLDBP; E3BP; proX; PDX1	YES	chr11:35017131:35017180:+	11	35017131	35017180	11:34995584:34995633:+	11	34995584	34995633	+	NA	chr11	chr11	34937376	34915829	35042138	35020591	11p13	11p13	iC10
ILMN_1659976	CLP1	ENSG00000172409	11q12.1a	chr11:57185535:57185584:+	11	57185535	57185584	HEAB; hClp1	YES	chr11:57428959:57429008:+	11	57428959	57429008	11:57661487:57661536:+	11	57661487	57661536	+	NA	chr11	chr11	57416465	57648992	57429340	57661868	11q12	11q12	iC10
ILMN_1766797	CCS	ENSG00000173992	11q13.1e	chr11:66129945:66129994:+	11	66129945	66129994	MGC138260	YES	chr11:66373369:66373418:+	11	66373369	66373418	11:66605898:66605947:+	11	66605898	66605947	+	NA	chr11	chr11	66360292	66592821	66373490	66606019	11q13	11q13	iC10
ILMN_1755234	SSH3	ENSG00000172830	11q13.1f	chr11:66836505:66836554:+	11	66836505	66836554	FLJ20515; FLJ10928; SSH-3	YES	chr11:67079929:67079978:+	11	67079929	67079978	11:67312458:67312507:+	11	67312458	67312507	+	NA	chr11	chr11	67070919	67303448	67080078	67312607	11q13	11q13	iC10
ILMN_1803772	POLD4	ENSG00000175482	11q13.1f	chr11:66875860:66875909:-	11	66875860	66875909	p12; POLDS	YES	chr11:67119284:67119333:-	11	67119284	67119333	11:67351813:67351862:-	11	67351813	67351862	-	NA	chr11	chr11	67118248	67350777	67124443	67356972	11q13	11q13	iC10
ILMN_1684183	RAD9A	ENSG00000172613	11q13.1f	chr11:66922099:66922148:+	11	66922099	66922148	RAD9	YES	chr11:67165523:67165572:+	11	67165523	67165572	11:67398052:67398101:+	11	67398052	67398101	+	NA	chr11	chr11	67085342	67317871	67165881	67398410	11q13	11q13	iC10
ILMN_2377980	PPP1CA	ENSG00000172531	11q13.1f	chr11:66922544:66922593:-	11	66922544	66922593	PP-1A; MGC15877; MGC1674; PPP1A	YES	chr11:67165968:67166017:-	11	67165968	67166017	11:67398497:67398546:-	11	67398497	67398546	-	NA	chr11	chr11	67165654	67398183	67188654	67421183	11q13	11q13	iC10
ILMN_1695827	PPP1CA	ENSG00000172531	11q13.1f	chr11:66922990:66923039:-	11	66922990	66923039	NA	NO	chr11:67166414:67166463:-	11	67166414	67166463	11:67398943:67398992:-	11	67398943	67398992	-	NA	chr11	chr11	67165654	67398183	67188654	67421183	11q13	11q13	iC10
ILMN_2389528	MTL5	ENSG00000132749	11q13.2b	chr11:68262764:68262813:-	11	68262764	68262813	TESMIN; MTLT; CXCDC2	YES	chr11:68506188:68506237:-	11	68506188	68506237	11:68738720:68738769:-	11	68738720	68738769	-	TESMIN	chr11	chr11	68474908	68707440	68519032	68751564	11q13	11q13	iC10
ILMN_1688480	CCND1	ENSG00000110092	11q13.2c	chr11:69178329:69178378:+	11	69178329	69178378	PRAD1; D11S287E; BCL1; U21B31	YES	chr11:69469148:69469197:+	11	69469148	69469197	11:69654380:69654429:+	11	69654380	69654429	+	NA	chr11	chr11	69455855	69641087	69469242	69654474	11q13	11q13	iC10
ILMN_2382127	PPFIA1	ENSG00000131626	11q13.3c	chr11:69898815:69898847:+,chr11:69900286:69900302:+	11	69898815	69898847	NA	NO	chr11:70221167:70221199:+	11	70221167	70221199	11:70375061:70375093:+	11	70375061	70375093	+	NA	chr11	chr11	70116806	70270700	70231418	70385312	11q13	11q13	iC10
ILMN_2382126	PPFIA1	ENSG00000131626	11q13.3c	chr11:69901832:69901881:+	11	69901832	69901881	NA	NO	chr11:70224184:70224233:+	11	70224184	70224233	11:70378078:70378127:+	11	70378078	70378127	+	NA	chr11	chr11	70116806	70270700	70231418	70385312	11q13	11q13	iC10
ILMN_1727050	PPFIA1	ENSG00000131626	11q13.3c	chr11:69901959:69902008:+	11	69901959	69902008	MGC26800; FLJ41337; LIPRIN; LIP1; FLJ42630; FLJ43474; LIP.1	YES	chr11:70224311:70224360:+	11	70224311	70224360	11:70378205:70378254:+	11	70378205	70378254	+	NA	chr11	chr11	70116806	70270700	70231418	70385312	11q13	11q13	iC10
ILMN_1800164	PPFIA1	ENSG00000131626	11q13.3c	chr11:69907910:69907959:+	11	69907910	69907959	NA	NO	chr11:70230262:70230311:+	11	70230262	70230311	11:70384156:70384205:+	11	70384156	70384205	+	NA	chr11	chr11	70116806	70270700	70231418	70385312	11q13	11q13	iC10
ILMN_1798838	CTTN	ENSG00000085733	11q13.3c-q13.3d	chr11:69945233:69945282:+	11	69945233	69945282	NA	NO	chr11:70267585:70267634:+	11	70267585	70267634	11:70421479:70421528:+	11	70421479	70421528	+	NA	chr11	chr11	70244510	70398404	70282690	70436584	11q13	11q13	iC10
ILMN_2393712	CTTN	ENSG00000085733	11q13.3c-q13.3d	chr11:69959846:69959895:+	11	69959846	69959895	NA	NO	chr11:70282198:70282247:+	11	70282198	70282247	11:70436092:70436141:+	11	70436092	70436141	+	NA	chr11	chr11	70244510	70398404	70282690	70436584	11q13	11q13	iC10
ILMN_1744912	CTTN	ENSG00000085733	11q13.3c-q13.3d	chr11:69959950:69959999:+	11	69959950	69959999	EMS1; FLJ34459	YES	chr11:70282302:70282351:+	11	70282302	70282351	11:70436196:70436245:+	11	70436196	70436245	+	NA	chr11	chr11	70244510	70398404	70282690	70436584	11q13	11q13	iC10
ILMN_1779034	NADSYN1	ENSG00000172890	11q13.4a	chr11:70887205:70887222:+,chr11:70889996:70890027:+	11	70887205	70887222	FLJ36703; FLJ40627; FLJ10631	YES	chr11:71209557:71209574:+	11	71209557	71209574	11:71498511:71498528:+	11	71498511	71498528	+	NA	chr11	chr11	71164155	71453109	71235153	71524107	11q13	11q13	iC10
ILMN_1728426	INPPL1	ENSG00000165458	11q13.4a	chr11:71627621:71627670:+	11	71627621	71627670	SHIP2	YES	chr11:71949973:71950022:+	11	71949973	71950022	11:72238929:72238978:+	11	72238929	72238978	+	NA	chr11	chr11	71934745	72223701	71950149	72239105	11q13	11q13	iC10
ILMN_1732750	CHCHD8	ENSG00000181924	11q13.4b	chr11:73261766:73261815:-	11	73261766	73261815	DKFZp762H1711; E2IG2; MGC117206 ;NDUFAF6	YES	chr11:73584118:73584167:-	11	73584118	73584167	11:73873073:73873122:-	11	73873073	73873122	-	COA4	chr11	chr11	73583712	73872667	73588033	73876988	11q13	11q13	iC10
ILMN_1652753	PAAF1	ENSG00000175575	11q13.4b	chr11:73316029:73316078:+	11	73316029	73316078	WDR71; FLJ11848; PAAF	YES	chr11:73638381:73638430:+	11	73638381	73638430	11:73927336:73927385:+	11	73927336	73927385	+	NA	chr11	chr11	73587744	73876699	73642169	73931124	11q13	11q13	iC10
ILMN_1732772	PPME1	ENSG00000189311	11q13.4c	chr11:73643195:73643244:+	11	73643195	73643244	FLJ22226; PME-1	YES	chr11:73965547:73965596:+	11	73965547	73965596	11:74254502:74254551:+	11	74254502	74254551	+	NA	chr11	chr11	73882144	74171099	73965748	74254703	11q13	11q13	iC10
ILMN_1751773	POLD3	ENSG00000077514	11q13.4c	chr11:74030679:74030728:+	11	74030679	74030728	MGC119643; KIAA0039; MGC119642; P66; P68	YES	chr11:74353031:74353080:+	11	74353031	74353080	11:74641986:74642035:+	11	74641986	74642035	+	NA	chr11	chr11	74204896	74493851	74380162	74669117	11q13	11q13	iC10
ILMN_2408645	SPCS2	ENSG00000118363	1p35.3b	chr11:74338066:74338092:+,chr11:74353727:74353749:+	11	74338066	74338092		YES	chr11:74660418:74660444:+	11	74660418	74660444	11:74949373:74949399:+	11	74949373	74949399	+	NA	chr11	chr11	74660292	74949247	74690076	74979031	11q13	11q13	iC10
ILMN_1809488	SPCS2	ENSG00000118363	11q13.4c	chr11:74358344:74358392:+,chr11:74365550:74365550:+	11	74358344	74358392	NA	NO	chr11:74680696:74680744:+	11	74680696	74680744	11:74969651:74969699:+	11	74969651	74969699	+	NA	chr11	chr11	74660292	74949247	74690076	74979031	11q13	11q13	iC10
ILMN_1761069	UVRAG	ENSG00000198382	11q13.5a-q13.5b	chr11:75530903:75530952:+	11	75530903	75530952	p63; DHTX	YES	chr11:75853255:75853304:+	11	75853255	75853304	11:76142211:76142260:+	11	76142211	76142260	+	NA	chr11	chr11	75526212	75815167	75854239	76143195	11q13	11q13	iC10
ILMN_1812552	ACER3	ENSG00000078124	11q13.5c	chr11:76411321:76411370:+	11	76411321	76411370	FLJ11238; APHC	YES	chr11:76733673:76733722:+	11	76733673	76733722	11:77022629:77022678:+	11	77022629	77022678	+	NA	chr11	chr11	76571911	76860867	76737841	77026797	11q13	11q13	iC10
ILMN_1767365	PAK1	ENSG00000149269	11q14.1a	chr11:76710953:76711002:-	11	76710953	76711002	MGC130001; MGC130000; PAKalpha	YES	chr11:77033305:77033354:-	11	77033305	77033354	11:77322260:77322309:-	11	77322260	77322309	-	NA	chr11	chr11	77032752	77321707	77185680	77474635	11q13-11q14	11q13-11q14	iC10
ILMN_1762606	AQP11	ENSG00000178301	11q14.1a	chr11:76998148:76998197:+	11	76998148	76998197	AQPX1	YES	chr11:77320500:77320549:+	11	77320500	77320549	11:77609455:77609504:+	11	77609455	77609504	+	NA	chr11	chr11	77300436	77589391	77321400	77610355	11q14	11q14	iC10
ILMN_1736814	CLNS1A	ENSG00000074201	11q14.1a	chr11:77005107:77005156:-	11	77005107	77005156	CLNS1B; CLCI; ICln ;CLNS1A: Icln	YES	chr11:77327459:77327508:-	11	77327459	77327508	11:77616414:77616463:-	11	77616414	77616463	-	NA	chr11	chr11	77225981	77514936	77348850	77637805	11q14	11q14	iC10
ILMN_1668834	RSF1	ENSG00000048649	11q14.1a	chr11:77055216:77055265:-	11	77055216	77055265	HBXAP; p325; RSF-1; XAP8	YES	chr11:77377568:77377617:-	11	77377568	77377617	11:77666523:77666572:-	11	77666523	77666572	-	NA	chr11	chr11	77371041	77659996	77532063	77821017	11q14	11q14	iC10
ILMN_1779163	AAMDC	ENSG00000087884	11q14.1a	chr11:77209896:77209935:+,chr11:77231173:77231182:+	11	77209896	77209935	FLJ21035; MGC3367; PTD015 ;AAMDC: C11orf67	YES	chr11:77532248:77532287:+	11	77532248	77532287	11:77821202:77821241:+	11	77821202	77821241	+	NA	chr11	chr11	77532155	77821109	77629478	77918432	11q14	11q14	iC10
ILMN_1660844	INTS4	ENSG00000149262	11q14.1a	chr11:77267679:77267728:-	11	77267679	77267728	NA	NO	chr11:77590031:77590080:-	11	77590031	77590080	11:77878985:77879034:-	11	77878985	77879034	-	NA	chr11	chr11	77589766	77878720	77705724	77994678	11q14	11q14	iC10
ILMN_1685413	ALG8	ENSG00000159063	11q14.1a	chr11:77489804:77489853:-	11	77489804	77489853	MGC2840	YES	chr11:77812156:77812205:-	11	77812156	77812205	11:78101110:78101159:-	11	78101110	78101159	-	NA	chr11	chr11	77811982	78100936	77850706	78139660	11q14	11q14	iC10
ILMN_2365686	ALG8	ENSG00000159063	11q14.1a	chr11:77495501:77495516:-,chr11:77493114:77493147:-	11	77495501	77495516	NA	NO	chr11:77817853:77817868:-	11	77817853	77817868	11:78106807:78106822:-	11	78106807	78106822	-	NA	chr11	chr11	77811982	78100936	77850706	78139660	11q14	11q14	iC10
ILMN_1809708	KCTD21	ENSG00000188997	11q14.1a	chr11:77560269:77560318:-	11	77560269	77560318		YES	chr11:77882621:77882670:-	11	77882621	77882670	11:78171575:78171624:-	11	78171575	78171624	-	NA	chr11	chr11	77882295	78171249	77899868	78188822	11q14	11q14	iC10
ILMN_1739384	USP35	ENSG00000118369	11q14.1a	chr11:77603018:77603067:+	11	77603018	77603067		YES	chr11:77925370:77925419:+	11	77925370	77925419	11:78214324:78214373:+	11	78214324	78214373	+	NA	chr11	chr11	77899858	78188812	77925757	78214711	11q14	11q14	iC10
ILMN_1797332	NARS2	ENSG00000137513	11q14.1a	chr11:77825134:77825183:-	11	77825134	77825183	SLM5; FLJ23441	YES	chr11:78147486:78147535:-	11	78147486	78147535	11:78436440:78436489:-	11	78436440	78436489	-	NA	chr11	chr11	78147007	78435961	78285919	78574874	11q14	11q14	iC10
ILMN_1766851	TMEM126B	ENSG00000171204	11q14.1e	chr11:85024457:85024470:+,chr11:85024738:85024773:+	11	85024457	85024470	HT007; MGC111203	YES	chr11:85346809:85346822:+	11	85346809	85346822	11:85635765:85635778:+	11	85635765	85635778	+	NA	chr11	chr11	85339617	85628573	85347583	85636539	11q14	11q14	iC10
ILMN_2217809	TMEM126A	ENSG00000171202	11q14.1e	chr11:85042843:85042892:+	11	85042843	85042892	DKFZp586C1924	YES	chr11:85365195:85365244:+	11	85365195	85365244	11:85654151:85654200:+	11	85654151	85654200	+	NA	chr11	chr11	85359011	85647967	85367591	85656547	11q14	11q14	iC10
ILMN_1776337	CHORDC1	ENSG00000110172	11q14.3b	chr11:89574954:89575003:-	11	89574954	89575003	CHP1	YES	chr11:89935306:89935355:-	11	89935306	89935355	11:90202138:90202187:-	11	90202138	90202187	-	NA	chr11	chr11	89934328	90201160	89956532	90223364	11q14	11q14	iC10
ILMN_1697817	PANX1	ENSG00000110218	11q21b	chr11:93554299:93554348:+	11	93554299	93554348	MRS1; MGC21309; UNQ2529	YES	chr11:93914651:93914700:+	11	93914651	93914700	11:94181485:94181534:+	11	94181485	94181534	+	NA	chr11	chr11	93862094	94128928	93915138	94181972	11q21	11q21	iC10
ILMN_1709483	MRE11A	ENSG00000020922	11q21b	chr11:93818650:93818699:-	11	93818650	93818699	MRE11B; MRE11; ATLD; HNGS1	YES	chr11:94179002:94179051:-	11	94179002	94179051	11:94445836:94445885:-	11	94445836	94445885	-	MRE11	chr11	chr11	94148744	94415578	94227074	94493908	11q21	11q21	iC10
ILMN_1724139	TMEM123	ENSG00000152558	11q22.2a	chr11:101772973:101773022:-	11	101772973	101773022	PORMIN; PORIMIN; KCT3	YES	chr11:102267763:102267812:-	11	102267763	102267812	11:102397032:102397081:-	11	102397032	102397081	-	NA	chr11	chr11	102267063	102396332	102341115	102470384	11q22	11q22	iC10
ILMN_2124352	DCUN1D5	ENSG00000137692	11q22.3a	chr11:102440214:102440220:-,chr11:102438311:102438353:-	11	102440214	102440220	NA	NO	chr11:102935004:102935010:-	11	102935004	102935010	11:103064275:103064281:-	11	103064275	103064281	-	NA	chr11	chr11	102932805	103062076	102962944	103092215	11q22	11q22	iC10
ILMN_1726839	DCUN1D5	ENSG00000137692	11q22.3a	chr11:102442208:102442256:-,chr11:102440316:102440316:-	11	102442208	102442256	MGC2714; FLJ32431	YES	chr11:102936998:102937046:-	11	102936998	102937046	11:103066269:103066317:-	11	103066269	103066317	-	NA	chr11	chr11	102932805	103062076	102962944	103092215	11q22	11q22	iC10
ILMN_1712556	ZW10	ENSG00000086827	11q23.2a	chr11:113109258:113109307:-	11	113109258	113109307	MGC149821; KNTC1AP; HZW10	YES	chr11:113604048:113604097:-	11	113604048	113604097	11:113733326:113733375:-	11	113733326	113733375	-	NA	chr11	chr11	113603909	113733187	113644533	113773811	11q23	11q23	iC10
ILMN_1749009	REXO2	ENSG00000076043	11q23.2b	chr11:113825968:113826017:+	11	113825968	113826017	CGI-114; MGC111570; DKFZP566E144; RFN; SFN	YES	chr11:114320758:114320807:+	11	114320758	114320807	11:114450036:114450085:+	11	114450036	114450085	+	NA	chr11	chr11	114310108	114439386	114321001	114450279	11q23	11q23	iC10
ILMN_1699545	PCSK7	ENSG00000160613	11q23.3b	chr11:116581197:116581246:-	11	116581197	116581246	SPC7; PC8; LPC; PC7	YES	chr11:117075987:117076036:-	11	117075987	117076036	11:117205271:117205320:-	11	117205271	117205320	-	NA	chr11	chr11	117075053	117204337	117103241	117232525	11q23	11q23	iC10
ILMN_1669394	PIG8	ENSG00000149547	11q24.2b	chr11:124959535:124959584:+	11	124959535	124959584	TP53I8; PIG8 ;EI24	YES	chr11:125454325:125454374:+	11	125454325	125454374	11:125584430:125584479:+	11	125584430	125584479	+	EI24	chr11	chr11	125439112	125569216	125454582	125584687	11q24	11q24	iC10
ILMN_1746090	STT3A	ENSG00000134910	11q24.2b	chr11:124993663:124993666:+,chr11:124995116:124995161:+	11	124993663	124993666	STT3-A; TMC; ITM1; FLJ27038; MGC9042	YES	chr11:125488453:125488456:+	11	125488453	125488456	11:125618558:125618561:+	11	125618558	125618561	+	NA	chr11	chr11	125461607	125591712	125495110	125625215	11q24	11q24	iC10
ILMN_1719199	TULP3	ENSG00000078246	12p13.33a	chr12:2920247:2920296:+	12	2920247	2920296	MGC45295; TUBL3	YES	chr12:3049986:3050035:+	12	3049986	3050035	12:2940820:2940869:+	12	2940820	2940869	+	NA	chr12	chr12	2986389	2877223	3050306	2941140	12p13	12p13	iC10
ILMN_1760741	NDUFA9	ENSG00000139180	12p13.32a	chr12:4666412:4666461:+	12	4666412	4666461	MGC111043; NDUFS2L	YES	chr12:4796151:4796200:+	12	4796151	4796200	12:4686985:4687034:+	12	4686985	4687034	+	NA	chr12	chr12	4758261	4649095	4803483	4694317	12p13	12p13	iC10
ILMN_1723158	NOP2	ENSG00000111641	12p13.31d	chr12:6536356:6536405:-	12	6536356	6536405	p120; NOP120; MGC149288; NSUN1; MGC117384; MGC149287	YES	chr12:6666095:6666144:-	12	6666095	6666144	12:6556929:6556978:-	12	6556929	6556978	-	NA	chr12	chr12	6666029	6556863	6677857	6568691	12p13	12p13	iC10
ILMN_1815924	NUP107	ENSG00000111581	12q15b	chr12:67422440:67422489:+	12	67422440	67422489	NUP84	YES	chr12:69136173:69136222:+	12	69136173	69136222	12:68742393:68742442:+	12	68742393	68742442	+	NA	chr12	chr12	69080514	68686734	69139589	68745809	12q15	12q15	iC10
ILMN_1679382	CCT2	ENSG00000166226	12q15c	chr12:68278410:68278459:+	12	68278410	68278459	PRO1633; CCT-beta; CCTB; MGC142076; TCP-1-beta; MGC142074; 99D8.1	YES	chr12:69992143:69992192:+	12	69992143	69992192	12:69598363:69598412:+	12	69598363	69598412	+	NA	chr12	chr12	69979114	69585334	69995350	69601570	12q15	12q15	iC10
ILMN_1693287	DQ894129	ENSG00000132963	13q12.3a	chr13:28144569:28144569:+,chr13:28150172:28150220:+	13	28144569	28144569	UMP1; HSPC014; PNAS-110; C13orf12 ;POMP	YES	chr13:29246569:29246569:+	13	29246569	29246569	13:28672432:28672432:+	13	28672432	28672432	+	POMP	chr13	chr13	29233241	28659104	29253062	28678925	13q12	13q12	iC10
ILMN_2391551	C13orf23	ENSG00000120685	13q13.3d	chr13:38482707:38482756:-	13	38482707	38482756	FLJ23780; bA50D16.2; RP11-50D16.2; FLJ12661 ;PROSER1	YES	chr13:39584707:39584756:-	13	39584707	39584756	13:39010570:39010619:-	13	39010570	39010619	-	PROSER1	chr13	chr13	39584003	39009866	39612213	39038076	13q13	13q13	iC10
ILMN_1795128	C13orf23	ENSG00000120685	13q13.3d	chr13:38482738:38482787:-	13	38482738	38482787	NA ;PROSER1	NO	chr13:39584738:39584787:-	13	39584738	39584787	13:39010601:39010650:-	13	39010601	39010650	-	PROSER1	chr13	chr13	39584003	39009866	39612213	39038076	13q13	13q13	iC10
ILMN_1661717	TFDP1	ENSG00000198176	13q34d	chr13:113342994:113343043:+	13	113342994	113343043	DP1; DRTF1; Dp-1	YES	chr13:114294993:114295042:+	13	114294993	114295042	13:113640678:113640727:+	13	113640678	113640727	+	NA	chr13	chr13	114239036	113584721	114295785	113641470	13q34	13q34	iC10
ILMN_1801664	POLR3K	ENSG00000161980	16p13.3f	chr16:37263:37312:-	16	37263	37312	C11; RPC10; C11-RNP3; My010; RPC11; hRPC11	YES	chr16:97263:97312:-	16	97263	97312	16:47263:47312:-	16	47263	47312	-	NA	chr16	chr16	96407	46407	103628	53628	16p13	16p13	iC10
ILMN_1766185	AXIN1	ENSG00000103126	16p13.3f	chr16:277629:277678:-	16	277629	277678	AXIN; MGC52315	YES	chr16:337628:337677:-	16	337628	337677	16:287628:287677:-	16	287628	287677	-	NA	chr16	chr16	337440	287440	402673	352673	16p13	16p13	iC10
ILMN_1712705	RAB40C	ENSG00000197562	16p13.3f	chr16:619186:619235:+	16	619186	619235	RASL8C; RARL	YES	chr16:679185:679234:+	16	679185	679234	16:629185:629234:+	16	629185	629234	+	NA	chr16	chr16	639357	589357	679272	629272	16p13	16p13	iC10
ILMN_1669310	RHOT2	ENSG00000140983	16p13.3f	chr16:663941:663990:+	16	663941	663990	C16orf39; ARHT2; RASL; MIRO-2	YES	chr16:723940:723989:+	16	723940	723989	16:673940:673989:+	16	673940	673989	+	NA	chr16	chr16	718086	668086	724174	674174	16p13	16p13	iC10
ILMN_1687921	JMJD8	ENSG00000161999	16p13.3f	chr16:671676:671725:-	16	671676	671725	PP14397	YES	chr16:731675:731724:-	16	731675	731724	16:681675:681724:-	16	681675	681724	-	NA	chr16	chr16	731671	681671	734528	684528	16p13	16p13	iC10
ILMN_1773780	FAM173A	ENSG00000103254	16p13.3f	chr16:712407:712456:+	16	712407	712456	MGC2494	YES	chr16:772406:772455:+	16	772406	772455	16:722406:722455:+	16	722406	722455	+	NA	chr16	chr16	770581	720581	772601	722601	16p13	16p13	iC10
ILMN_1687037	IFT140	ENSG00000187535	16p13.3e	chr16:1500717:1500766:-	16	1500717	1500766	c380F5.1; WDTC2; c305C8.4; FLJ10306; FLJ30571; gs114; DKFZp564L232; KIAA0590	YES	chr16:1560716:1560765:-	16	1560716	1560765	16:1510715:1510764:-	16	1510715	1510764	-	NA	chr16	chr16	1560428	1510427	1662111	1612110	16p13	16p13	iC10
ILMN_1669456	NME3	ENSG00000103024	16p13.3e	chr16:1760486:1760535:-	16	1760486	1760535	NDPKC; NDPK-C; c371H6.2; KIAA0516; NM23-H3; DR-nm23	YES	chr16:1820485:1820534:-	16	1820485	1820534	16:1770484:1770533:-	16	1770484	1770533	-	NA	chr16	chr16	1820287	1770286	1821731	1771730	16p13	16p13	iC10
ILMN_1657237	NUBP2	ENSG00000095906	16p13.3e	chr16:1778714:1778763:+	16	1778714	1778763	CFD1; NUBP1	YES	chr16:1838713:1838762:+	16	1838713	1838762	16:1788712:1788761:+	16	1788712	1788761	+	NA	chr16	chr16	1832902	1782901	1839192	1789191	16p13	16p13	iC10
ILMN_1772731	HAGH	ENSG00000063854	16p13.3e	chr16:1799235:1799284:-	16	1799235	1799284	HAGH1; GLX2; GLXII; GLO2	YES	chr16:1859234:1859283:-	16	1859234	1859283	16:1809233:1809282:-	16	1809233	1809282	-	NA	chr16	chr16	1845621	1795620	1877195	1827194	16p13	16p13	iC10
